case_id,score_batch,score_live,feature_visit_null,threshold_used,scored_ts
C000034520,0.2727,0.2727,False,0.62,2026-05-09
C000034521,0.0831,0.0831,False,0.62,2026-01-23
C000034522,0.3038,0.3038,False,0.62,2026-05-10
C000034523,0.434,0.434,False,0.62,2026-06-22
C000034524,0.26,0.3037,True,0.62,2025-08-20
C000034525,0.474,0.474,False,0.62,2026-03-13
C000034526,0.2482,0.2482,False,0.62,2026-02-26
C000034527,0.314,0.3623,True,0.62,2026-05-02
C000034528,0.3164,0.3164,False,0.62,2026-07-18
C000034529,0.5054,0.5054,False,0.62,2026-04-13
C000034530,0.4374,0.4374,False,0.62,2026-02-21
C000034531,0.371,0.4227,True,0.62,2026-04-21
C000034532,0.1672,0.1672,False,0.62,2026-06-23
C000034533,0.5128,0.5128,False,0.62,2025-08-25
C000034534,0.5659,0.618,True,0.62,2025-12-05
C000034535,0.4278,0.4278,False,0.62,2025-10-15
C000034536,0.1601,0.1601,False,0.62,2026-06-17
C000034537,0.471,0.471,False,0.62,2025-08-27
C000034538,0.459,0.5128,True,0.62,2026-05-15
C000034539,0.5436,0.5965,True,0.62,2026-03-01
C000034540,0.5654,0.5654,False,0.62,2025-12-05
C000034541,0.5719,0.5719,False,0.62,2025-11-06
C000034542,0.386,0.386,False,0.62,2025-08-08
C000034543,0.7186,0.7601,True,0.62,2025-08-05
C000034544,0.3482,0.3987,True,0.62,2026-07-09
C000034545,0.3111,0.3111,False,0.62,2025-08-14
C000034546,0.434,0.434,False,0.62,2026-02-02
C000034547,0.2629,0.2629,False,0.62,2025-11-13
C000034548,0.3677,0.3677,False,0.62,2026-05-21
C000034549,0.4974,0.4974,False,0.62,2026-07-09
C000034550,0.5096,0.5096,False,0.62,2026-05-26
C000034551,0.4936,0.4936,False,0.62,2026-07-31
C000034552,0.4732,0.4732,False,0.62,2025-10-28
C000034553,0.5051,0.5051,False,0.62,2026-05-08
C000034554,0.0427,0.0427,False,0.62,2026-06-11
C000034555,0.4375,0.4375,False,0.62,2026-05-10
C000034556,0.5865,0.5865,False,0.62,2026-07-11
C000034557,0.3216,0.3216,False,0.62,2026-03-17
C000034558,0.2911,0.2911,False,0.62,2026-03-10
C000034559,0.419,0.419,False,0.62,2025-11-24
C000034560,0.0505,0.0505,False,0.62,2025-09-29
C000034561,0.5019,0.5019,False,0.62,2025-11-14
C000034562,0.3171,0.3171,False,0.62,2025-08-12
C000034563,0.3568,0.4077,True,0.62,2026-06-22
C000034564,0.394,0.394,False,0.62,2026-01-11
C000034565,0.0687,0.0687,False,0.62,2025-12-29
C000034566,0.5391,0.5921,True,0.62,2025-10-19
C000034567,0.3448,0.3448,False,0.62,2026-02-20
C000034568,0.4653,0.4653,False,0.62,2025-12-30
C000034569,0.3791,0.3791,False,0.62,2025-09-25
C000034570,0.0621,0.0759,True,0.62,2026-01-02
C000034571,0.112,0.112,False,0.62,2026-06-03
C000034572,0.4852,0.4852,False,0.62,2025-09-05
C000034573,0.2637,0.2637,False,0.62,2026-07-26
C000034574,0.3429,0.3429,False,0.62,2026-06-01
C000034575,0.2764,0.3215,True,0.62,2026-04-06
C000034576,0.0874,0.0874,False,0.62,2026-04-14
C000034577,0.6639,0.6639,False,0.62,2026-07-12
C000034578,0.512,0.512,False,0.62,2025-12-06
C000034579,0.5595,0.5595,False,0.62,2026-06-10
C000034580,0.4789,0.4789,False,0.62,2025-10-12
C000034581,0.2807,0.2807,False,0.62,2025-12-08
C000034582,0.5562,0.5562,False,0.62,2025-08-13
C000034583,0.4459,0.4459,False,0.62,2026-04-16
C000034584,0.4849,0.4849,False,0.62,2026-05-13
C000034585,0.0307,0.0307,False,0.62,2026-02-04
C000034586,0.4311,0.4311,False,0.62,2025-08-05
C000034587,0.5615,0.5615,False,0.62,2026-02-02
C000034588,0.4801,0.4801,False,0.62,2025-09-23
C000034589,0.2897,0.2897,False,0.62,2026-06-09
C000034590,0.2961,0.3429,True,0.62,2025-12-29
C000034591,0.6236,0.6236,False,0.62,2025-08-05
C000034592,0.7467,0.7467,False,0.62,2025-11-19
C000034593,0.4633,0.4633,False,0.62,2025-10-07
C000034594,0.3364,0.3364,False,0.62,2025-09-23
C000034595,0.6142,0.6142,False,0.62,2025-09-27
C000034596,0.6825,0.6825,False,0.62,2025-10-18
C000034597,0.3546,0.3546,False,0.62,2026-04-30
C000034598,0.2708,0.2708,False,0.62,2026-04-08
C000034599,0.5246,0.5246,False,0.62,2025-10-09
C000034600,0.4602,0.4602,False,0.62,2025-12-24
C000034601,0.3538,0.4046,True,0.62,2025-12-22
C000034602,0.25,0.25,False,0.62,2026-05-14
C000034603,0.4326,0.4326,False,0.62,2026-05-30
C000034604,0.1006,0.1006,False,0.62,2026-02-20
C000034605,0.344,0.344,False,0.62,2026-07-31
C000034606,0.4198,0.4198,False,0.62,2026-01-27
C000034607,0.1319,0.1319,False,0.62,2026-06-08
C000034608,0.349,0.349,False,0.62,2026-01-27
C000034609,0.033,0.033,False,0.62,2026-02-03
C000034610,0.4493,0.5031,True,0.62,2026-01-22
C000034611,0.2025,0.2025,False,0.62,2026-04-09
C000034612,0.3331,0.3331,False,0.62,2026-01-11
C000034613,0.5035,0.5035,False,0.62,2025-12-11
C000034614,0.336,0.336,False,0.62,2026-07-13
C000034615,0.3278,0.3278,False,0.62,2025-08-24
C000034616,0.5255,0.5255,False,0.62,2025-08-18
C000034617,0.257,0.257,False,0.62,2026-07-24
C000034618,0.5264,0.5264,False,0.62,2026-04-10
C000034619,0.2125,0.2125,False,0.62,2026-04-27
C000034620,0.5532,0.5532,False,0.62,2025-10-11
C000034621,0.3785,0.3785,False,0.62,2025-12-19
C000034622,0.4481,0.4481,False,0.62,2026-03-14
C000034623,0.3455,0.3455,False,0.62,2026-05-12
C000034624,0.3309,0.3309,False,0.62,2025-08-28
C000034625,0.3952,0.3952,False,0.62,2025-09-25
C000034626,0.6169,0.6169,False,0.62,2026-04-11
C000034627,0.5699,0.5699,False,0.62,2025-10-06
C000034628,0.4685,0.4685,False,0.62,2025-08-02
C000034629,0.5172,0.5172,False,0.62,2026-06-13
C000034630,0.3352,0.3352,False,0.62,2026-06-20
C000034631,0.2914,0.2914,False,0.62,2026-06-08
C000034632,0.4659,0.5198,True,0.62,2025-12-06
C000034633,0.0818,0.0995,True,0.62,2025-12-30
C000034634,0.0548,0.0548,False,0.62,2025-10-25
C000034635,0.4032,0.4032,False,0.62,2026-07-26
C000034636,0.2838,0.3296,True,0.62,2025-12-21
C000034637,0.478,0.478,False,0.62,2026-06-14
C000034638,0.4773,0.4773,False,0.62,2025-09-04
C000034639,0.097,0.097,False,0.62,2025-10-09
C000034640,0.57,0.57,False,0.62,2026-03-04
C000034641,0.5413,0.5413,False,0.62,2025-08-28
C000034642,0.5325,0.5325,False,0.62,2025-12-29
C000034643,0.3582,0.3582,False,0.62,2025-11-23
C000034644,0.597,0.597,False,0.62,2026-03-19
C000034645,0.4353,0.4353,False,0.62,2025-08-27
C000034646,0.7155,0.7155,False,0.62,2026-07-29
C000034647,0.2692,0.2692,False,0.62,2026-05-08
C000034648,0.2927,0.2927,False,0.62,2025-10-18
C000034649,0.5009,0.5009,False,0.62,2026-01-20
C000034650,0.519,0.519,False,0.62,2026-01-06
C000034651,0.5414,0.5414,False,0.62,2026-07-03
C000034652,0.0754,0.0754,False,0.62,2026-07-18
C000034653,0.4478,0.5016,True,0.62,2025-10-23
C000034654,0.3944,0.3944,False,0.62,2025-08-17
C000034655,0.4513,0.4513,False,0.62,2025-11-26
C000034656,0.6537,0.7008,True,0.62,2026-07-15
C000034657,0.2314,0.2314,False,0.62,2026-06-30
C000034658,0.4538,0.4538,False,0.62,2025-09-20
C000034659,0.4274,0.4274,False,0.62,2025-09-15
C000034660,0.2437,0.2437,False,0.62,2026-04-13
C000034661,0.6618,0.7083,True,0.62,2026-02-01
C000034662,0.1871,0.1871,False,0.62,2025-10-02
C000034663,0.2431,0.2431,False,0.62,2026-07-24
C000034664,0.3514,0.3514,False,0.62,2026-04-27
C000034665,0.5072,0.5608,True,0.62,2026-02-11
C000034666,0.4795,0.4795,False,0.62,2026-07-19
C000034667,0.3998,0.3998,False,0.62,2025-11-08
C000034668,0.4069,0.4069,False,0.62,2026-02-05
C000034669,0.5692,0.6211,True,0.62,2025-12-10
C000034670,0.1949,0.1949,False,0.62,2026-01-30
C000034671,0.1529,0.183,True,0.62,2026-04-29
C000034672,0.5783,0.5783,False,0.62,2026-03-06
C000034673,0.3854,0.3854,False,0.62,2025-11-04
C000034674,0.4447,0.4447,False,0.62,2026-06-24
C000034675,0.4224,0.4224,False,0.62,2025-11-28
C000034676,0.2267,0.2267,False,0.62,2025-10-23
C000034677,0.4447,0.4447,False,0.62,2025-08-22
C000034678,0.4198,0.4731,True,0.62,2025-11-22
C000034679,0.4775,0.4775,False,0.62,2026-03-07
C000034680,0.5305,0.5305,False,0.62,2026-03-27
C000034681,0.3705,0.3705,False,0.62,2026-03-14
C000034682,0.3838,0.3838,False,0.62,2026-06-21
C000034683,0.4196,0.4196,False,0.62,2026-05-27
C000034684,0.4737,0.4737,False,0.62,2026-03-28
C000034685,0.597,0.597,False,0.62,2025-11-16
C000034686,0.343,0.343,False,0.62,2026-02-13
C000034687,0.0513,0.0513,False,0.62,2026-05-10
C000034688,0.4865,0.4865,False,0.62,2025-08-15
C000034689,0.3486,0.3486,False,0.62,2025-09-15
C000034690,0.5856,0.5856,False,0.62,2026-01-03
C000034691,0.2755,0.2755,False,0.62,2025-09-01
C000034692,0.3864,0.3864,False,0.62,2026-06-27
C000034693,0.2593,0.2593,False,0.62,2025-12-11
C000034694,0.2691,0.2691,False,0.62,2026-05-24
C000034695,0.4426,0.4426,False,0.62,2025-08-21
C000034696,0.4163,0.4163,False,0.62,2026-03-30
C000034697,0.4995,0.4995,False,0.62,2026-01-19
C000034698,0.3928,0.4453,True,0.62,2026-06-27
C000034699,0.3893,0.3893,False,0.62,2025-08-10
C000034700,0.4799,0.4799,False,0.62,2026-03-19
C000034701,0.3381,0.3381,False,0.62,2026-03-17
C000034702,0.0787,0.0787,False,0.62,2025-10-08
C000034703,0.6277,0.6277,False,0.62,2026-05-04
C000034704,0.3515,0.3515,False,0.62,2025-09-27
C000034705,0.5133,0.5133,False,0.62,2025-08-07
C000034706,0.3679,0.3679,False,0.62,2026-01-05
C000034707,0.3527,0.3527,False,0.62,2026-07-14
C000034708,0.3552,0.3552,False,0.62,2026-03-17
C000034709,0.3135,0.3135,False,0.62,2025-08-14
C000034710,0.2548,0.2548,False,0.62,2025-09-29
C000034711,0.5088,0.5088,False,0.62,2025-08-04
C000034712,0.1579,0.1579,False,0.62,2025-08-13
C000034713,0.3518,0.4025,True,0.62,2025-12-18
C000034714,0.4896,0.4896,False,0.62,2026-02-17
C000034715,0.2306,0.2306,False,0.62,2026-02-11
C000034716,0.2125,0.2125,False,0.62,2025-12-03
C000034717,0.3721,0.3721,False,0.62,2025-09-27
C000034718,0.0302,0.0302,False,0.62,2026-04-24
C000034719,0.267,0.267,False,0.62,2026-02-18
C000034720,0.2448,0.2448,False,0.62,2026-06-01
C000034721,0.236,0.236,False,0.62,2026-01-23
C000034722,0.1229,0.1229,False,0.62,2026-07-21
C000034723,0.5002,0.5002,False,0.62,2025-12-19
C000034724,0.2901,0.2901,False,0.62,2026-01-16
C000034725,0.3757,0.3757,False,0.62,2025-10-23
C000034726,0.3474,0.3474,False,0.62,2026-06-29
C000034727,0.7007,0.7007,False,0.62,2025-11-20
C000034728,0.3877,0.3877,False,0.62,2025-08-04
C000034729,0.405,0.405,False,0.62,2025-10-20
C000034730,0.4057,0.4057,False,0.62,2026-07-24
C000034731,0.2839,0.2839,False,0.62,2026-04-15
C000034732,0.5097,0.5633,True,0.62,2025-08-17
C000034733,0.2333,0.2333,False,0.62,2026-06-08
C000034734,0.4201,0.4201,False,0.62,2026-03-07
C000034735,0.482,0.536,True,0.62,2026-05-18
C000034736,0.212,0.212,False,0.62,2025-12-03
C000034737,0.4184,0.4184,False,0.62,2026-06-21
C000034738,0.4402,0.4402,False,0.62,2025-09-27
C000034739,0.4398,0.4935,True,0.62,2026-03-22
C000034740,0.3405,0.3405,False,0.62,2025-08-18
C000034741,0.4685,0.5225,True,0.62,2026-05-10
C000034742,0.1777,0.1777,False,0.62,2026-06-14
C000034743,0.4494,0.4494,False,0.62,2025-08-29
C000034744,0.3445,0.3445,False,0.62,2026-03-16
C000034745,0.3089,0.3089,False,0.62,2025-08-28
C000034746,0.3984,0.3984,False,0.62,2026-01-23
C000034747,0.4582,0.4582,False,0.62,2025-12-19
C000034748,0.3501,0.3501,False,0.62,2025-08-27
C000034749,0.4708,0.4708,False,0.62,2025-09-23
C000034750,0.4074,0.4074,False,0.62,2025-09-03
C000034751,0.5084,0.5084,False,0.62,2025-12-07
C000034752,0.2831,0.2831,False,0.62,2026-05-04
C000034753,0.428,0.428,False,0.62,2025-12-08
C000034754,0.3926,0.3926,False,0.62,2026-06-06
C000034755,0.3626,0.3626,False,0.62,2025-10-27
C000034756,0.3147,0.3147,False,0.62,2025-08-12
C000034757,0.5383,0.5383,False,0.62,2026-02-20
C000034758,0.3878,0.4402,True,0.62,2025-10-29
C000034759,0.0874,0.0874,False,0.62,2026-07-16
C000034760,0.4398,0.4935,True,0.62,2025-11-14
C000034761,0.435,0.435,False,0.62,2025-11-04
C000034762,0.367,0.367,False,0.62,2026-04-13
C000034763,0.3851,0.3851,False,0.62,2026-07-21
C000034764,0.441,0.441,False,0.62,2026-06-16
C000034765,0.3416,0.3416,False,0.62,2025-11-24
C000034766,0.4938,0.4938,False,0.62,2025-08-27
C000034767,0.3259,0.375,True,0.62,2026-02-12
C000034768,0.4773,0.4773,False,0.62,2025-10-18
C000034769,0.0329,0.0329,False,0.62,2025-09-25
C000034770,0.1613,0.1613,False,0.62,2026-06-15
C000034771,0.3961,0.3961,False,0.62,2026-06-12
C000034772,0.4954,0.4954,False,0.62,2025-09-04
C000034773,0.5117,0.5117,False,0.62,2026-07-24
C000034774,0.463,0.463,False,0.62,2026-02-24
C000034775,0.069,0.069,False,0.62,2026-04-24
C000034776,0.4782,0.5321,True,0.62,2026-02-15
C000034777,0.4813,0.4813,False,0.62,2025-09-05
C000034778,0.632,0.632,False,0.62,2026-07-23
C000034779,0.5017,0.5017,False,0.62,2025-08-10
C000034780,0.5404,0.5404,False,0.62,2026-06-03
C000034781,0.5602,0.5602,False,0.62,2026-01-09
C000034782,0.2912,0.2912,False,0.62,2026-01-12
C000034783,0.4113,0.4113,False,0.62,2026-04-08
C000034784,0.5401,0.5401,False,0.62,2025-09-30
C000034785,0.2147,0.2147,False,0.62,2026-06-07
C000034786,0.4212,0.4746,True,0.62,2025-09-26
C000034787,0.4926,0.4926,False,0.62,2025-12-08
C000034788,0.2043,0.2043,False,0.62,2025-09-27
C000034789,0.4195,0.4195,False,0.62,2026-05-20
C000034790,0.6368,0.6368,False,0.62,2026-02-25
C000034791,0.3682,0.3682,False,0.62,2026-02-19
C000034792,0.2739,0.2739,False,0.62,2026-02-22
C000034793,0.0862,0.0862,False,0.62,2025-12-29
C000034794,0.5272,0.5272,False,0.62,2026-02-05
C000034795,0.5151,0.5151,False,0.62,2026-05-21
C000034796,0.4327,0.4327,False,0.62,2026-02-08
C000034797,0.4802,0.4802,False,0.62,2025-10-06
C000034798,0.5394,0.5394,False,0.62,2026-04-24
C000034799,0.3695,0.3695,False,0.62,2026-07-19
C000034800,0.3921,0.3921,False,0.62,2025-11-17
C000034801,0.0868,0.0868,False,0.62,2026-04-07
C000034802,0.4024,0.4553,True,0.62,2025-10-17
C000034803,0.06,0.06,False,0.62,2026-02-25
C000034804,0.2997,0.2997,False,0.62,2026-01-03
C000034805,0.3511,0.3511,False,0.62,2025-09-19
C000034806,0.3413,0.3413,False,0.62,2026-07-04
C000034807,0.1324,0.1324,False,0.62,2026-06-27
C000034808,0.3668,0.3668,False,0.62,2026-04-01
C000034809,0.0802,0.0802,False,0.62,2025-10-13
C000034810,0.5344,0.5344,False,0.62,2026-01-27
C000034811,0.4475,0.4475,False,0.62,2026-04-03
C000034812,0.3619,0.3619,False,0.62,2026-02-27
C000034813,0.3726,0.3726,False,0.62,2026-06-07
C000034814,0.5053,0.5053,False,0.62,2026-01-12
C000034815,0.4815,0.4815,False,0.62,2025-10-23
C000034816,0.715,0.715,False,0.62,2026-06-19
C000034817,0.4753,0.4753,False,0.62,2026-03-18
C000034818,0.2436,0.2436,False,0.62,2026-06-03
C000034819,0.2979,0.345,True,0.62,2026-05-08
C000034820,0.0552,0.0552,False,0.62,2025-08-09
C000034821,0.2907,0.2907,False,0.62,2025-11-07
C000034822,0.471,0.471,False,0.62,2026-07-26
C000034823,0.3086,0.3086,False,0.62,2025-11-05
C000034824,0.4172,0.4172,False,0.62,2025-10-19
C000034825,0.4614,0.4614,False,0.62,2026-06-17
C000034826,0.0705,0.0705,False,0.62,2026-05-07
C000034827,0.5856,0.5856,False,0.62,2026-01-18
C000034828,0.3198,0.3198,False,0.62,2025-09-20
C000034829,0.2932,0.2932,False,0.62,2025-10-12
C000034830,0.0903,0.0903,False,0.62,2026-04-01
C000034831,0.4527,0.4527,False,0.62,2025-12-30
C000034832,0.2524,0.2524,False,0.62,2026-04-30
C000034833,0.3884,0.3884,False,0.62,2026-05-15
C000034834,0.2336,0.2336,False,0.62,2026-03-26
C000034835,0.3677,0.3677,False,0.62,2026-03-25
C000034836,0.4533,0.4533,False,0.62,2026-05-02
C000034837,0.3524,0.3524,False,0.62,2026-06-05
C000034838,0.1804,0.1804,False,0.62,2025-11-25
C000034839,0.0723,0.0723,False,0.62,2026-02-20
C000034840,0.4171,0.4704,True,0.62,2025-08-08
C000034841,0.495,0.495,False,0.62,2025-08-02
C000034842,0.0547,0.067,True,0.62,2026-07-11
C000034843,0.3187,0.3187,False,0.62,2026-07-08
C000034844,0.3203,0.3203,False,0.62,2025-08-27
C000034845,0.1426,0.1426,False,0.62,2025-11-30
C000034846,0.1156,0.1396,True,0.62,2025-12-12
C000034847,0.4829,0.4829,False,0.62,2026-03-12
C000034848,0.4188,0.4721,True,0.62,2025-08-14
C000034849,0.3821,0.3821,False,0.62,2026-03-08
C000034850,0.5786,0.5786,False,0.62,2025-10-09
C000034851,0.3355,0.3355,False,0.62,2025-12-18
C000034852,0.4218,0.4218,False,0.62,2026-07-09
C000034853,0.0946,0.0946,False,0.62,2026-01-11
C000034854,0.5135,0.5135,False,0.62,2025-08-05
C000034855,0.0667,0.0667,False,0.62,2026-07-07
C000034856,0.4658,0.4658,False,0.62,2026-07-01
C000034857,0.3653,0.3653,False,0.62,2026-01-09
C000034858,0.0261,0.0261,False,0.62,2026-03-02
C000034859,0.3575,0.3575,False,0.62,2026-02-27
C000034860,0.5,0.5,False,0.62,2025-08-26
C000034861,0.3025,0.3025,False,0.62,2026-04-02
C000034862,0.2673,0.2673,False,0.62,2026-02-23
C000034863,0.2823,0.2823,False,0.62,2026-02-12
C000034864,0.6247,0.6247,False,0.62,2025-11-12
C000034865,0.2961,0.2961,False,0.62,2025-09-05
C000034866,0.1796,0.1796,False,0.62,2025-10-06
C000034867,0.4133,0.4133,False,0.62,2026-06-02
C000034868,0.6438,0.6438,False,0.62,2026-01-26
C000034869,0.3419,0.3419,False,0.62,2026-03-17
C000034870,0.5737,0.5737,False,0.62,2026-05-26
C000034871,0.5022,0.5022,False,0.62,2026-03-13
C000034872,0.4321,0.4321,False,0.62,2026-05-29
C000034873,0.1448,0.1448,False,0.62,2025-10-29
C000034874,0.294,0.294,False,0.62,2026-07-21
C000034875,0.4088,0.4088,False,0.62,2026-02-03
C000034876,0.4589,0.4589,False,0.62,2026-05-05
C000034877,0.2418,0.2418,False,0.62,2025-08-16
C000034878,0.3998,0.4526,True,0.62,2025-12-19
C000034879,0.4715,0.4715,False,0.62,2025-12-06
C000034880,0.4585,0.4585,False,0.62,2025-09-17
C000034881,0.4105,0.4105,False,0.62,2026-02-16
C000034882,0.4542,0.4542,False,0.62,2025-12-26
C000034883,0.6144,0.6144,False,0.62,2026-03-30
C000034884,0.2831,0.2831,False,0.62,2025-12-19
C000034885,0.4695,0.4695,False,0.62,2026-03-30
C000034886,0.4113,0.4113,False,0.62,2026-03-28
C000034887,0.4951,0.5489,True,0.62,2025-12-20
C000034888,0.3551,0.3551,False,0.62,2026-07-17
C000034889,0.312,0.312,False,0.62,2026-07-19
C000034890,0.2684,0.2684,False,0.62,2026-03-07
C000034891,0.458,0.458,False,0.62,2026-07-10
C000034892,0.2812,0.2812,False,0.62,2025-12-25
C000034893,0.4858,0.4858,False,0.62,2026-02-10
C000034894,0.396,0.396,False,0.62,2026-01-19
C000034895,0.3909,0.3909,False,0.62,2025-12-21
C000034896,0.0945,0.0945,False,0.62,2026-07-13
C000034897,0.388,0.388,False,0.62,2025-10-18
C000034898,0.3001,0.3001,False,0.62,2026-05-24
C000034899,0.3752,0.3752,False,0.62,2026-06-26
C000034900,0.2604,0.2604,False,0.62,2026-01-20
C000034901,0.4086,0.4086,False,0.62,2025-12-12
C000034902,0.3704,0.422,True,0.62,2025-10-14
C000034903,0.49,0.49,False,0.62,2026-06-03
C000034904,0.5011,0.5011,False,0.62,2026-03-15
C000034905,0.386,0.386,False,0.62,2025-08-20
C000034906,0.4242,0.4242,False,0.62,2026-04-23
C000034907,0.1413,0.1413,False,0.62,2026-05-20
C000034908,0.4761,0.4761,False,0.62,2026-04-04
C000034909,0.4221,0.4221,False,0.62,2026-05-02
C000034910,0.3901,0.3901,False,0.62,2026-06-23
C000034911,0.5604,0.5604,False,0.62,2026-07-02
C000034912,0.3358,0.3358,False,0.62,2025-12-03
C000034913,0.3669,0.4183,True,0.62,2026-05-21
C000034914,0.2976,0.2976,False,0.62,2025-09-02
C000034915,0.4322,0.4858,True,0.62,2026-03-15
C000034916,0.465,0.5189,True,0.62,2025-12-05
C000034917,0.3584,0.3584,False,0.62,2026-05-24
C000034918,0.3995,0.3995,False,0.62,2025-08-10
C000034919,0.1513,0.1513,False,0.62,2026-05-25
C000034920,0.5932,0.5932,False,0.62,2026-05-08
C000034921,0.5314,0.5846,True,0.62,2026-04-28
C000034922,0.3928,0.3928,False,0.62,2025-11-30
C000034923,0.3293,0.3293,False,0.62,2026-06-15
C000034924,0.0704,0.0704,False,0.62,2026-07-27
C000034925,0.6216,0.6216,False,0.62,2025-12-10
C000034926,0.5378,0.5378,False,0.62,2026-03-15
C000034927,0.6692,0.6692,False,0.62,2025-12-25
C000034928,0.3887,0.3887,False,0.62,2025-10-18
C000034929,0.3664,0.3664,False,0.62,2026-03-02
C000034930,0.4491,0.4491,False,0.62,2026-03-27
C000034931,0.2362,0.2362,False,0.62,2026-06-23
C000034932,0.3856,0.3856,False,0.62,2026-04-02
C000034933,0.4125,0.4125,False,0.62,2026-06-05
C000034934,0.297,0.297,False,0.62,2026-06-25
C000034935,0.4707,0.4707,False,0.62,2026-04-17
C000034936,0.4102,0.4102,False,0.62,2025-09-23
C000034937,0.4348,0.4348,False,0.62,2025-08-30
C000034938,0.3541,0.3541,False,0.62,2025-09-18
C000034939,0.391,0.391,False,0.62,2025-12-08
C000034940,0.5104,0.5104,False,0.62,2025-10-15
C000034941,0.3499,0.3499,False,0.62,2026-01-26
C000034942,0.3204,0.3204,False,0.62,2026-04-23
C000034943,0.4601,0.4601,False,0.62,2025-08-13
C000034944,0.1132,0.1132,False,0.62,2025-09-26
C000034945,0.3277,0.3769,True,0.62,2025-11-08
C000034946,0.3412,0.3912,True,0.62,2026-02-14
C000034947,0.2377,0.2377,False,0.62,2026-02-21
C000034948,0.6133,0.6133,False,0.62,2026-01-26
C000034949,0.583,0.583,False,0.62,2025-10-15
C000034950,0.2463,0.2463,False,0.62,2025-09-29
C000034951,0.0895,0.0895,False,0.62,2025-09-20
C000034952,0.6198,0.6198,False,0.62,2025-11-10
C000034953,0.3652,0.3652,False,0.62,2025-08-29
C000034954,0.4413,0.4413,False,0.62,2025-09-07
C000034955,0.4545,0.4545,False,0.62,2026-02-15
C000034956,0.318,0.3665,True,0.62,2026-02-19
C000034957,0.2285,0.2285,False,0.62,2025-11-16
C000034958,0.2664,0.2664,False,0.62,2025-09-11
C000034959,0.6576,0.6576,False,0.62,2025-10-13
C000034960,0.2226,0.2226,False,0.62,2025-12-06
C000034961,0.141,0.141,False,0.62,2026-07-30
C000034962,0.2362,0.2362,False,0.62,2026-06-07
C000034963,0.0756,0.0756,False,0.62,2026-07-27
C000034964,0.5144,0.5144,False,0.62,2026-04-23
C000034965,0.6162,0.6162,False,0.62,2025-08-16
C000034966,0.229,0.229,False,0.62,2026-02-27
C000034967,0.3082,0.3082,False,0.62,2026-03-27
C000034968,0.1687,0.1687,False,0.62,2025-12-14
C000034969,0.5769,0.6286,True,0.62,2025-10-06
C000034970,0.5199,0.5199,False,0.62,2025-10-02
C000034971,0.3937,0.3937,False,0.62,2026-04-29
C000034972,0.2431,0.2431,False,0.62,2026-06-20
C000034973,0.6576,0.6576,False,0.62,2026-01-30
C000034974,0.4009,0.4537,True,0.62,2026-05-13
C000034975,0.2949,0.2949,False,0.62,2026-06-12
C000034976,0.4881,0.542,True,0.62,2025-09-24
C000034977,0.4477,0.5015,True,0.62,2026-02-08
C000034978,0.3144,0.3144,False,0.62,2026-07-08
C000034979,0.421,0.421,False,0.62,2026-05-19
C000034980,0.2466,0.2466,False,0.62,2025-12-18
C000034981,0.4269,0.4269,False,0.62,2026-04-25
C000034982,0.4325,0.4861,True,0.62,2026-07-02
C000034983,0.2716,0.2716,False,0.62,2026-03-22
C000034984,0.4952,0.4952,False,0.62,2025-08-28
C000034985,0.3123,0.3123,False,0.62,2026-03-05
C000034986,0.5084,0.5084,False,0.62,2025-10-01
C000034987,0.6557,0.6557,False,0.62,2025-09-10
C000034988,0.3971,0.3971,False,0.62,2025-09-07
C000034989,0.3604,0.3604,False,0.62,2026-05-23
C000034990,0.4728,0.4728,False,0.62,2026-07-22
C000034991,0.3868,0.3868,False,0.62,2026-04-06
C000034992,0.4464,0.4464,False,0.62,2026-04-26
C000034993,0.4689,0.4689,False,0.62,2025-09-29
C000034994,0.3152,0.3152,False,0.62,2026-04-01
C000034995,0.3812,0.3812,False,0.62,2025-10-04
C000034996,0.2633,0.2633,False,0.62,2026-03-02
C000034997,0.5077,0.5077,False,0.62,2026-03-01
C000034998,0.3318,0.3318,False,0.62,2026-04-03
C000034999,0.3393,0.3393,False,0.62,2025-09-09
C000035000,0.1108,0.1108,False,0.62,2026-05-15
C000035001,0.3829,0.3829,False,0.62,2026-04-16
C000035002,0.4256,0.4256,False,0.62,2026-01-22
C000035003,0.4176,0.4176,False,0.62,2026-06-16
C000035004,0.4607,0.4607,False,0.62,2026-02-13
C000035005,0.5843,0.5843,False,0.62,2026-01-04
C000035006,0.4437,0.4974,True,0.62,2025-11-26
C000035007,0.4565,0.4565,False,0.62,2025-10-03
C000035008,0.5966,0.5966,False,0.62,2025-08-04
C000035009,0.4207,0.4207,False,0.62,2026-05-18
C000035010,0.2581,0.2581,False,0.62,2025-11-14
C000035011,0.5461,0.5989,True,0.62,2025-11-19
C000035012,0.1731,0.2062,True,0.62,2026-07-12
C000035013,0.2233,0.2233,False,0.62,2025-08-02
C000035014,0.5342,0.5342,False,0.62,2025-09-30
C000035015,0.1274,0.1274,False,0.62,2026-02-24
C000035016,0.4216,0.475,True,0.62,2026-04-02
C000035017,0.2918,0.2918,False,0.62,2025-08-06
C000035018,0.2254,0.2254,False,0.62,2025-12-13
C000035019,0.4272,0.4272,False,0.62,2026-03-05
C000035020,0.3748,0.3748,False,0.62,2026-02-25
C000035021,0.0771,0.0771,False,0.62,2026-06-28
C000035022,0.3891,0.3891,False,0.62,2026-02-13
