case_id,uplift_score,targeted,model_auc_reported
C000003793,0.6543,True,0.71
C000017052,0.4623,False,0.71
C000004116,0.4284,False,0.71
C000026776,0.3561,False,0.71
C000035571,0.2176,False,0.71
C000015289,0.5701,True,0.71
C000004914,0.4275,False,0.71
C000029468,0.2819,False,0.71
C000034636,0.8147,True,0.71
C000026730,0.4335,False,0.71
C000002033,0.3338,False,0.71
C000010707,0.5762,True,0.71
C000029235,0.7075,True,0.71
C000006471,0.2639,False,0.71
C000038586,0.7572,True,0.71
C000018984,0.2946,False,0.71
C000005966,0.8321,True,0.71
C000009950,0.4289,False,0.71
C000024080,0.2859,False,0.71
C000038387,0.2712,False,0.71
C000008357,0.3272,False,0.71
C000029840,0.6434,True,0.71
C000015710,0.4584,False,0.71
C000006652,0.5893,True,0.71
C000011401,0.5971,True,0.71
C000031492,0.0,False,0.71
C000022631,0.2046,False,0.71
C000017364,0.5983,True,0.71
C000037844,0.5154,False,0.71
C000004586,0.5794,True,0.71
C000021795,0.2786,False,0.71
C000011694,0.3391,False,0.71
C000006215,0.1531,False,0.71
C000014089,0.6009,True,0.71
C000008196,0.5733,True,0.71
C000008579,0.4112,False,0.71
C000035974,0.7152,True,0.71
C000026118,0.3839,False,0.71
C000010022,0.3668,False,0.71
C000036975,0.3095,False,0.71
C000028134,0.3073,False,0.71
C000021008,0.3901,False,0.71
C000032393,0.9429,True,0.71
C000012237,0.4957,False,0.71
C000024567,0.4658,False,0.71
C000036305,0.559,True,0.71
C000018807,0.578,True,0.71
C000007807,0.7635,True,0.71
C000033264,0.884,True,0.71
C000009314,0.272,False,0.71
C000020228,0.3669,False,0.71
C000006880,0.2723,False,0.71
C000001873,0.3887,False,0.71
C000025101,0.6934,True,0.71
C000022209,0.4061,False,0.71
C000031553,0.7441,True,0.71
C000012702,0.4494,False,0.71
C000035645,0.3192,False,0.71
C000027640,0.7226,True,0.71
C000037540,0.7149,True,0.71
C000037904,0.2762,False,0.71
C000007395,0.5662,True,0.71
C000008443,0.3828,False,0.71
C000029587,0.5967,True,0.71
C000036547,0.707,True,0.71
C000027823,0.3582,False,0.71
C000034102,0.5858,True,0.71
C000032401,0.7141,True,0.71
C000011316,0.5079,False,0.71
C000013725,0.4167,False,0.71
C000026505,0.7048,True,0.71
C000031707,0.4834,False,0.71
C000016202,0.3249,False,0.71
C000013026,0.3885,False,0.71
C000026754,0.632,True,0.71
C000035766,0.6506,True,0.71
C000023100,0.7002,True,0.71
C000025867,0.5053,False,0.71
C000030536,0.8269,True,0.71
C000015298,0.5246,False,0.71
C000012725,0.6731,True,0.71
C000013775,0.7259,True,0.71
C000029726,0.5685,True,0.71
C000031850,0.8003,True,0.71
C000024414,0.7036,True,0.71
C000014392,0.5846,True,0.71
C000034366,0.1381,False,0.71
C000027634,0.3159,False,0.71
C000035971,0.4188,False,0.71
C000016552,0.5478,False,0.71
C000037945,0.6798,True,0.71
C000028262,0.7408,True,0.71
C000023332,0.411,False,0.71
C000011699,0.7797,True,0.71
C000033781,0.7649,True,0.71
C000037355,0.7798,True,0.71
C000017194,0.1341,False,0.71
C000019826,0.7491,True,0.71
C000035941,0.396,False,0.71
C000023032,0.3976,False,0.71
C000018157,0.2531,False,0.71
C000006633,0.8146,True,0.71
C000032734,0.3624,False,0.71
C000020601,0.9098,True,0.71
C000028755,0.5899,True,0.71
C000011446,0.6239,True,0.71
C000002952,0.437,False,0.71
C000019422,0.548,False,0.71
C000037523,0.3674,False,0.71
C000025690,0.6555,True,0.71
C000004771,0.2811,False,0.71
C000009300,0.4864,False,0.71
C000034587,0.0821,False,0.71
C000029499,0.458,False,0.71
C000033367,0.3974,False,0.71
C000038079,0.7499,True,0.71
C000012902,0.4226,False,0.71
C000019474,0.2782,False,0.71
C000038329,0.6077,True,0.71
C000020606,0.0888,False,0.71
C000032116,0.626,True,0.71
C000018701,0.6923,True,0.71
C000010554,0.2606,False,0.71
C000026132,0.5837,True,0.71
C000022136,0.5561,True,0.71
C000013631,0.55,True,0.71
C000034015,0.6659,True,0.71
C000036872,0.3391,False,0.71
C000022351,0.2454,False,0.71
C000014860,0.64,True,0.71
C000039068,0.1248,False,0.71
C000013343,0.8439,True,0.71
C000022085,0.3342,False,0.71
C000039965,0.3928,False,0.71
C000001759,0.3946,False,0.71
C000014689,0.3842,False,0.71
C000011357,0.6306,True,0.71
C000026986,0.4829,False,0.71
C000024645,0.4645,False,0.71
C000021013,0.2439,False,0.71
C000011333,0.5284,False,0.71
C000029405,0.6219,True,0.71
C000009541,0.4394,False,0.71
C000029111,0.9451,True,0.71
C000019991,0.3684,False,0.71
C000028502,0.3195,False,0.71
C000007920,0.4371,False,0.71
C000030252,0.9626,True,0.71
C000010226,0.2005,False,0.71
C000019634,0.3456,False,0.71
C000016230,0.5885,True,0.71
C000015208,0.5856,True,0.71
C000031448,0.3903,False,0.71
C000027150,0.4774,False,0.71
C000014967,0.6882,True,0.71
C000036147,0.338,False,0.71
C000012455,0.4697,False,0.71
C000009308,0.8618,True,0.71
C000018223,0.0375,False,0.71
C000022384,0.8252,True,0.71
C000035930,0.6134,True,0.71
C000018927,0.5517,True,0.71
C000001465,0.6833,True,0.71
C000025439,0.8873,True,0.71
C000021009,0.2602,False,0.71
C000035090,0.6083,True,0.71
C000017838,0.3481,False,0.71
C000022799,0.5117,False,0.71
C000028668,0.6314,True,0.71
C000023707,0.7555,True,0.71
C000039622,0.4747,False,0.71
C000023643,0.503,False,0.71
C000026516,0.7832,True,0.71
C000017728,0.2319,False,0.71
C000027396,0.4512,False,0.71
C000005221,0.3571,False,0.71
C000002642,0.5697,True,0.71
C000001695,0.8983,True,0.71
C000019506,0.4003,False,0.71
C000017669,0.6568,True,0.71
C000002544,0.3679,False,0.71
C000025302,0.5035,False,0.71
C000023342,0.3965,False,0.71
C000036954,0.264,False,0.71
C000012744,0.4924,False,0.71
C000015402,0.3808,False,0.71
C000007025,0.4187,False,0.71
C000023203,0.4899,False,0.71
C000016855,0.531,False,0.71
C000034690,0.661,True,0.71
C000029366,0.5746,True,0.71
C000003677,0.773,True,0.71
C000003160,0.4778,False,0.71
C000009201,0.5692,True,0.71
C000000376,0.4433,False,0.71
C000035324,0.4758,False,0.71
C000036301,0.3302,False,0.71
C000025139,0.7084,True,0.71
C000021348,0.6699,True,0.71
C000023118,0.8151,True,0.71
C000023292,0.3348,False,0.71
C000031627,0.4382,False,0.71
C000016173,0.0941,False,0.71
C000009287,0.3916,False,0.71
C000026353,0.4783,False,0.71
C000036038,0.6644,True,0.71
C000038436,0.5859,True,0.71
C000033288,0.3806,False,0.71
C000005785,0.7422,True,0.71
C000032695,0.3005,False,0.71
C000003607,0.4087,False,0.71
C000006335,0.2339,False,0.71
C000016330,0.5498,False,0.71
C000016118,0.6869,True,0.71
C000004031,0.4114,False,0.71
C000028971,0.7182,True,0.71
C000016769,0.8727,True,0.71
C000024097,0.567,True,0.71
C000001679,0.4914,False,0.71
C000005235,0.9531,True,0.71
C000020305,0.4998,False,0.71
C000036966,0.3136,False,0.71
C000018989,0.632,True,0.71
C000009036,0.3836,False,0.71
C000001686,0.3345,False,0.71
C000002078,0.4517,False,0.71
C000013313,0.4389,False,0.71
C000013868,0.6525,True,0.71
C000018524,0.6022,True,0.71
C000030659,0.2513,False,0.71
C000014103,0.4015,False,0.71
C000024857,0.4871,False,0.71
C000014508,0.4848,False,0.71
C000009886,0.2887,False,0.71
C000018445,0.4791,False,0.71
C000021340,0.6716,True,0.71
C000020361,0.541,False,0.71
C000001167,0.4091,False,0.71
C000020996,0.382,False,0.71
C000035105,0.3497,False,0.71
C000039616,0.2732,False,0.71
C000018376,0.4669,False,0.71
C000036343,0.8298,True,0.71
C000033329,0.6905,True,0.71
C000029762,0.3345,False,0.71
C000027386,0.8454,True,0.71
C000029185,0.7829,True,0.71
C000007946,0.1257,False,0.71
C000037793,0.2926,False,0.71
C000037864,0.3727,False,0.71
C000037305,0.6317,True,0.71
C000005243,0.8237,True,0.71
C000038887,0.2613,False,0.71
C000036769,0.0831,False,0.71
C000009012,0.1671,False,0.71
C000026950,0.5399,False,0.71
C000018287,0.3367,False,0.71
C000016368,0.3326,False,0.71
C000003843,0.3868,False,0.71
C000038015,0.6266,True,0.71
C000020301,0.4641,False,0.71
C000022492,0.3622,False,0.71
C000008805,0.1863,False,0.71
C000015670,0.5577,True,0.71
C000024023,0.3955,False,0.71
C000009853,0.5388,False,0.71
C000034664,0.0815,False,0.71
C000035192,0.4951,False,0.71
C000020526,0.2039,False,0.71
C000024258,0.7827,True,0.71
C000029847,0.2285,False,0.71
C000026348,0.8293,True,0.71
C000031052,0.5441,False,0.71
C000020755,0.2813,False,0.71
C000011217,0.5504,True,0.71
C000031589,0.4795,False,0.71
C000037643,0.9069,True,0.71
C000015371,0.7161,True,0.71
C000026389,0.4797,False,0.71
C000002560,0.6087,True,0.71
C000037482,0.5595,True,0.71
C000002750,0.3447,False,0.71
C000034945,0.1599,False,0.71
C000033797,0.5231,False,0.71
C000030677,1.0,True,0.71
C000011599,0.6227,True,0.71
C000016070,0.5695,True,0.71
C000016845,0.7503,True,0.71
C000007419,0.5769,True,0.71
C000039647,0.7864,True,0.71
C000019340,0.8149,True,0.71
C000028496,0.3889,False,0.71
C000001248,0.2103,False,0.71
C000028226,0.3036,False,0.71
C000003416,0.5324,False,0.71
C000021988,0.3002,False,0.71
C000032487,0.2865,False,0.71
C000000389,0.4161,False,0.71
C000023274,0.916,True,0.71
C000001365,0.5193,False,0.71
C000027869,0.6984,True,0.71
C000024064,0.4449,False,0.71
C000017791,0.6864,True,0.71
C000034987,0.3693,False,0.71
C000014830,0.3029,False,0.71
C000010188,0.5835,True,0.71
C000030999,0.2192,False,0.71
C000030136,0.6756,True,0.71
C000037269,0.5384,False,0.71
C000003706,0.4304,False,0.71
C000034063,0.5868,True,0.71
C000004275,0.2556,False,0.71
C000038217,0.8222,True,0.71
C000009741,0.466,False,0.71
C000015867,0.694,True,0.71
C000022412,0.4216,False,0.71
C000002435,0.644,True,0.71
C000031262,0.6749,True,0.71
C000015625,0.658,True,0.71
C000031595,0.4896,False,0.71
C000005704,0.5246,False,0.71
C000015826,0.4328,False,0.71
C000019148,0.5818,True,0.71
C000000415,0.3922,False,0.71
C000006635,0.5907,True,0.71
C000016908,0.3681,False,0.71
C000029625,0.6212,True,0.71
C000011998,0.2702,False,0.71
C000007499,0.3955,False,0.71
C000029011,0.6783,True,0.71
C000025634,0.318,False,0.71
C000030969,0.3213,False,0.71
C000038999,0.615,True,0.71
C000001719,0.7807,True,0.71
C000006193,0.5515,True,0.71
C000009511,0.5688,True,0.71
C000009597,0.528,False,0.71
C000026094,0.6052,True,0.71
C000023519,0.578,True,0.71
C000010409,0.6797,True,0.71
C000004403,0.7324,True,0.71
C000008133,0.6351,True,0.71
C000012033,0.4671,False,0.71
C000034934,0.6995,True,0.71
C000011641,0.7278,True,0.71
C000027787,0.5036,False,0.71
C000001715,0.2742,False,0.71
C000008690,1.0,True,0.71
C000021447,0.9141,True,0.71
C000015370,0.46,False,0.71
C000039550,0.783,True,0.71
C000006747,0.5832,True,0.71
C000005367,0.867,True,0.71
C000004145,0.781,True,0.71
C000004932,0.313,False,0.71
C000031377,0.3215,False,0.71
C000001092,0.8689,True,0.71
C000029025,0.6088,True,0.71
C000010500,0.5081,False,0.71
C000015245,0.3761,False,0.71
C000021688,0.7577,True,0.71
C000036807,0.8976,True,0.71
C000032239,0.5272,False,0.71
C000013090,0.763,True,0.71
C000008371,0.4871,False,0.71
C000024989,0.3743,False,0.71
C000037475,0.5539,True,0.71
C000019945,0.4567,False,0.71
C000013757,0.523,False,0.71
C000035002,0.3422,False,0.71
C000024959,0.3346,False,0.71
C000000388,0.6477,True,0.71
C000031086,0.3882,False,0.71
C000036279,0.599,True,0.71
C000036636,0.5097,False,0.71
C000017344,0.6323,True,0.71
C000035782,0.8235,True,0.71
C000029543,0.6269,True,0.71
C000032922,0.6769,True,0.71
C000002321,0.4802,False,0.71
C000006723,0.3326,False,0.71
C000023659,0.4595,False,0.71
C000018868,0.3295,False,0.71
C000026146,0.0,False,0.71
C000016776,0.716,True,0.71
C000039334,0.4401,False,0.71
C000034292,0.2881,False,0.71
C000003403,0.3534,False,0.71
C000003265,0.3243,False,0.71
C000003600,0.412,False,0.71
C000026510,0.4359,False,0.71
C000001648,0.5889,True,0.71
C000028563,0.4282,False,0.71
C000032218,0.4238,False,0.71
C000037804,0.7276,True,0.71
C000014657,0.3609,False,0.71
C000025911,0.5097,False,0.71
C000032793,0.6547,True,0.71
C000019648,0.3664,False,0.71
C000009882,0.4487,False,0.71
C000004246,0.3139,False,0.71
C000005203,0.6261,True,0.71
C000006131,0.4225,False,0.71
C000030357,0.8066,True,0.71
C000021469,0.3496,False,0.71
C000009655,0.5124,False,0.71
C000007308,0.6069,True,0.71
C000025591,0.8299,True,0.71
C000028624,0.3539,False,0.71
C000033072,0.6995,True,0.71
C000028459,0.1506,False,0.71
C000015700,0.6864,True,0.71
C000013392,0.6295,True,0.71
C000000193,0.4986,False,0.71
C000028761,0.3971,False,0.71
C000008818,0.8069,True,0.71
C000033940,0.5074,False,0.71
C000017834,0.4985,False,0.71
C000021541,0.4565,False,0.71
C000004495,0.6299,True,0.71
C000019366,0.6294,True,0.71
C000013946,0.2079,False,0.71
C000023975,0.4801,False,0.71
C000003375,0.3903,False,0.71
C000029332,0.5374,False,0.71
C000011063,0.4028,False,0.71
C000010115,1.0,True,0.71
C000018691,0.5441,False,0.71
C000008594,0.1544,False,0.71
C000031859,0.7288,True,0.71
C000034926,0.2862,False,0.71
C000009226,0.4752,False,0.71
C000004779,0.4261,False,0.71
C000024291,0.7543,True,0.71
C000004676,0.8205,True,0.71
C000039208,0.2351,False,0.71
C000004920,0.4148,False,0.71
C000030156,0.5137,False,0.71
C000030902,1.0,True,0.71
C000016884,0.2666,False,0.71
C000028572,0.5498,False,0.71
C000006802,0.4313,False,0.71
C000004328,0.8729,True,0.71
C000039514,0.5934,True,0.71
C000016523,0.6527,True,0.71
C000015842,0.4939,False,0.71
C000017535,0.7389,True,0.71
C000033971,0.735,True,0.71
C000034663,0.4835,False,0.71
C000027629,0.4568,False,0.71
C000011710,0.6378,True,0.71
C000000137,0.5985,True,0.71
C000014090,0.7686,True,0.71
C000014161,0.7173,True,0.71
C000014852,0.3321,False,0.71
C000018240,0.8571,True,0.71
C000024858,0.2343,False,0.71
C000023096,0.4141,False,0.71
C000015418,0.3808,False,0.71
C000035460,0.5663,True,0.71
C000020874,0.3911,False,0.71
C000025093,0.6873,True,0.71
C000033400,0.4668,False,0.71
C000018473,0.569,True,0.71
C000003598,0.1804,False,0.71
C000021707,0.7731,True,0.71
C000035533,0.3058,False,0.71
C000010415,0.6148,True,0.71
C000014290,0.7951,True,0.71
C000019452,0.3779,False,0.71
C000015795,0.6609,True,0.71
C000019230,0.1926,False,0.71
C000030471,0.4258,False,0.71
C000011168,0.4817,False,0.71
C000022098,0.4674,False,0.71
C000019908,0.7243,True,0.71
C000007003,0.3283,False,0.71
C000033009,0.2584,False,0.71
C000009749,0.6275,True,0.71
C000038257,0.3752,False,0.71
C000001920,0.1493,False,0.71
C000015728,0.4828,False,0.71
C000019046,0.4422,False,0.71
C000029608,0.3838,False,0.71
C000037504,0.4542,False,0.71
C000025000,0.8183,True,0.71
C000014441,0.5764,True,0.71
C000008940,0.4336,False,0.71
C000022041,0.4225,False,0.71
C000036437,0.4783,False,0.71
C000006009,0.5864,True,0.71
C000028728,0.359,False,0.71
C000007697,0.3098,False,0.71
C000020214,0.2863,False,0.71
C000027445,0.7491,True,0.71
C000021407,0.4303,False,0.71
C000037983,0.7223,True,0.71
C000037899,0.8699,True,0.71
C000026336,0.479,False,0.71
C000018308,0.4058,False,0.71
C000024501,1.0,True,0.71
C000007768,0.5027,False,0.71
C000016681,0.4089,False,0.71
C000013623,0.154,False,0.71
C000004721,0.7167,True,0.71
C000030228,0.5093,False,0.71
C000036179,0.2774,False,0.71
C000002053,0.5043,False,0.71
C000010038,0.4906,False,0.71
C000037654,0.6929,True,0.71
C000031624,0.7229,True,0.71
C000015145,0.2335,False,0.71
C000011681,0.5285,False,0.71
C000015621,0.5733,True,0.71
C000037407,0.6841,True,0.71
C000036592,0.769,True,0.71
C000008858,0.5306,False,0.71
C000008412,0.6073,True,0.71
C000030290,0.6549,True,0.71
C000034899,0.3615,False,0.71
C000024346,0.0763,False,0.71
C000004856,0.5127,False,0.71
C000007354,0.6199,True,0.71
C000035907,0.4203,False,0.71
C000015404,0.2787,False,0.71
C000028055,0.6092,True,0.71
C000016204,0.8441,True,0.71
C000008134,0.3473,False,0.71
C000013493,0.3688,False,0.71
C000020581,0.2202,False,0.71
C000031685,0.0133,False,0.71
C000021205,0.2596,False,0.71
C000039868,0.5851,True,0.71
C000003984,0.3051,False,0.71
C000035980,0.6375,True,0.71
C000010759,0.5511,True,0.71
C000001178,0.6962,True,0.71
C000034003,0.5717,True,0.71
C000037156,0.6258,True,0.71
C000000369,0.424,False,0.71
C000038826,0.365,False,0.71
C000031703,0.2868,False,0.71
C000014853,0.4127,False,0.71
C000006528,0.6159,True,0.71
C000003099,0.1312,False,0.71
C000016859,0.524,False,0.71
C000024705,0.3681,False,0.71
C000031590,0.4836,False,0.71
C000009474,0.7786,True,0.71
C000012516,0.1411,False,0.71
C000007246,0.4697,False,0.71
C000033870,0.5859,True,0.71
C000013186,0.3096,False,0.71
C000011705,0.5736,True,0.71
C000000852,0.3834,False,0.71
C000037901,0.2268,False,0.71
C000032164,1.0,True,0.71
C000007801,0.5282,False,0.71
C000004138,0.3148,False,0.71
C000024176,0.246,False,0.71
C000023533,0.5151,False,0.71
C000001558,0.5059,False,0.71
C000020131,0.3516,False,0.71
C000019926,0.554,True,0.71
C000017114,0.4415,False,0.71
C000013286,0.5178,False,0.71
C000000078,0.3993,False,0.71
C000001714,0.5033,False,0.71
C000028552,0.2102,False,0.71
C000026293,0.7086,True,0.71
C000031136,0.504,False,0.71
C000031256,0.494,False,0.71
C000015238,0.6549,True,0.71
C000012482,0.5549,True,0.71
C000007695,0.5132,False,0.71
C000027759,0.6131,True,0.71
C000019405,0.3796,False,0.71
C000013135,0.633,True,0.71
C000013184,0.7941,True,0.71
C000035667,0.7905,True,0.71
C000032148,0.4766,False,0.71
C000027555,0.6403,True,0.71
C000006449,0.4874,False,0.71
C000039138,0.6086,True,0.71
C000026982,0.8507,True,0.71
C000024074,0.5336,False,0.71
C000032355,0.3602,False,0.71
C000039680,0.5786,True,0.71
C000004293,0.1823,False,0.71
C000020123,0.6894,True,0.71
C000012756,0.175,False,0.71
C000034628,0.6211,True,0.71
C000007127,0.4528,False,0.71
C000007481,0.6279,True,0.71
C000026897,0.4971,False,0.71
C000011190,0.4202,False,0.71
C000002294,0.7662,True,0.71
C000027967,0.5583,True,0.71
C000039762,0.6061,True,0.71
C000009427,0.4051,False,0.71
C000029486,0.2212,False,0.71
C000020029,0.6274,True,0.71
C000009884,0.7727,True,0.71
C000019986,0.4842,False,0.71
C000002856,0.5339,False,0.71
C000020558,0.6815,True,0.71
C000035102,0.433,False,0.71
C000025195,0.0231,False,0.71
C000005820,0.6064,True,0.71
C000038413,0.5376,False,0.71
C000029140,0.3542,False,0.71
C000031616,1.0,True,0.71
C000034236,0.6246,True,0.71
C000011909,0.245,False,0.71
C000035536,0.5929,True,0.71
C000002490,0.4046,False,0.71
C000000214,0.2514,False,0.71
C000011415,0.6416,True,0.71
C000010601,0.3749,False,0.71
C000007616,0.5719,True,0.71
C000002949,0.2612,False,0.71
C000009006,0.5862,True,0.71
C000039667,0.7318,True,0.71
C000015732,0.5248,False,0.71
C000035966,0.8166,True,0.71
C000017169,0.6441,True,0.71
C000039638,0.5621,True,0.71
C000028884,0.2753,False,0.71
C000037055,0.5029,False,0.71
C000004652,0.3909,False,0.71
C000024045,0.5645,True,0.71
C000005039,0.352,False,0.71
C000010281,0.6249,True,0.71
C000036055,0.3676,False,0.71
C000025046,0.7101,True,0.71
C000031103,0.612,True,0.71
C000021174,0.7488,True,0.71
C000012322,0.8216,True,0.71
C000023630,0.2098,False,0.71
C000019934,0.1168,False,0.71
C000023069,0.6562,True,0.71
C000002051,0.4796,False,0.71
C000034145,0.747,True,0.71
C000029989,0.5968,True,0.71
C000022026,0.7256,True,0.71
C000020323,0.7727,True,0.71
C000011793,0.9561,True,0.71
C000039524,0.5251,False,0.71
C000015686,0.6018,True,0.71
C000006410,0.3434,False,0.71
C000028522,0.311,False,0.71
C000028654,0.3109,False,0.71
C000005079,0.4723,False,0.71
C000034533,0.5721,True,0.71
C000032503,0.4351,False,0.71
C000018018,0.6368,True,0.71
C000021597,0.7228,True,0.71
C000021525,0.4447,False,0.71
C000018666,1.0,True,0.71
C000031024,0.804,True,0.71
C000030915,0.7545,True,0.71
C000032841,0.6302,True,0.71
C000018443,0.1446,False,0.71
C000024690,0.6128,True,0.71
C000039631,0.5211,False,0.71
C000025544,0.4271,False,0.71
C000032570,0.5602,True,0.71
C000028805,0.6139,True,0.71
C000027561,0.6194,True,0.71
C000038913,0.4176,False,0.71
C000014067,0.4941,False,0.71
C000001810,0.2021,False,0.71
C000033300,0.2303,False,0.71
C000008229,0.267,False,0.71
C000026832,0.699,True,0.71
C000034253,0.5293,False,0.71
C000011554,0.5941,True,0.71
C000038352,0.4896,False,0.71
C000030858,0.4312,False,0.71
C000014718,0.6681,True,0.71
C000029539,0.4889,False,0.71
C000004095,0.3908,False,0.71
C000004165,0.7379,True,0.71
C000009375,0.5822,True,0.71
C000020549,0.6874,True,0.71
C000013468,0.6085,True,0.71
C000016400,0.3705,False,0.71
C000021169,0.5815,True,0.71
C000004272,0.6603,True,0.71
C000023834,0.1426,False,0.71
C000032192,0.4318,False,0.71
C000026795,0.1056,False,0.71
C000004351,0.6553,True,0.71
C000007891,0.2768,False,0.71
C000023569,0.3857,False,0.71
C000035797,0.5683,True,0.71
C000020318,0.6214,True,0.71
C000013572,0.3819,False,0.71
C000033413,0.7603,True,0.71
C000023107,0.695,True,0.71
C000007173,0.227,False,0.71
C000030797,0.6645,True,0.71
C000001262,0.4118,False,0.71
C000006641,0.5177,False,0.71
C000031434,0.7104,True,0.71
C000008826,0.2148,False,0.71
C000003693,0.5454,False,0.71
C000018417,0.4081,False,0.71
C000002904,0.7252,True,0.71
C000009185,0.7703,True,0.71
C000003030,0.9929,True,0.71
C000013855,0.4544,False,0.71
C000003278,0.1404,False,0.71
C000013041,0.2879,False,0.71
C000036579,0.705,True,0.71
C000032813,0.7784,True,0.71
C000012849,0.4293,False,0.71
C000036614,0.3904,False,0.71
C000036763,0.5119,False,0.71
C000010667,0.5496,False,0.71
C000003622,0.5104,False,0.71
C000036959,0.039,False,0.71
C000002047,0.1289,False,0.71
C000013734,0.3167,False,0.71
C000017275,0.7983,True,0.71
C000000876,0.5278,False,0.71
C000030605,0.5131,False,0.71
C000004878,0.7057,True,0.71
C000025230,0.3606,False,0.71
C000012083,0.3931,False,0.71
C000028227,0.627,True,0.71
C000014091,0.3528,False,0.71
C000012845,0.2952,False,0.71
C000008193,0.5426,False,0.71
C000018330,0.5413,False,0.71
C000013351,0.4197,False,0.71
C000002350,0.5358,False,0.71
C000027671,0.4526,False,0.71
C000034245,0.279,False,0.71
C000014577,0.4235,False,0.71
C000024545,0.3263,False,0.71
C000001420,0.7107,True,0.71
C000033504,0.6204,True,0.71
C000033453,0.6187,True,0.71
C000025866,0.3507,False,0.71
C000027935,0.1315,False,0.71
C000015149,0.4491,False,0.71
C000022482,0.0,False,0.71
C000025265,1.0,True,0.71
C000014411,0.5212,False,0.71
C000025718,0.4412,False,0.71
C000007791,0.5545,True,0.71
C000001953,0.6115,True,0.71
C000010834,0.4471,False,0.71
C000007703,0.2722,False,0.71
C000001786,0.7134,True,0.71
C000031636,0.492,False,0.71
C000012140,0.5825,True,0.71
C000001761,0.7149,True,0.71
C000038293,0.6642,True,0.71
C000021725,0.525,False,0.71
C000017537,0.4958,False,0.71
C000030652,0.3125,False,0.71
C000006523,0.3013,False,0.71
C000020527,0.7432,True,0.71
C000013563,0.3203,False,0.71
C000039192,0.5344,False,0.71
C000039832,0.3094,False,0.71
C000004736,0.6256,True,0.71
C000012309,0.6531,True,0.71
C000020867,0.6438,True,0.71
C000034933,0.7731,True,0.71
C000002056,0.5503,True,0.71
C000034695,0.4578,False,0.71
C000017774,0.6491,True,0.71
C000021639,0.3558,False,0.71
C000038796,0.5181,False,0.71
C000017133,0.1946,False,0.71
C000015334,0.5942,True,0.71
C000008486,0.5582,True,0.71
C000013790,0.6568,True,0.71
C000038499,0.4928,False,0.71
C000020689,0.2856,False,0.71
C000024366,0.669,True,0.71
C000015662,0.2367,False,0.71
C000010894,0.5106,False,0.71
C000038725,0.5447,False,0.71
C000001978,0.3954,False,0.71
C000005993,0.896,True,0.71
C000014506,0.3235,False,0.71
C000008463,0.5589,True,0.71
C000018329,0.8935,True,0.71
C000028468,0.5539,True,0.71
C000012547,0.5366,False,0.71
C000033019,0.2663,False,0.71
C000024808,0.5761,True,0.71
C000004756,0.4559,False,0.71
C000006997,0.6771,True,0.71
C000031947,0.6613,True,0.71
C000006468,0.5361,False,0.71
C000037306,0.5947,True,0.71
C000038560,0.5392,False,0.71
C000039292,0.8477,True,0.71
C000006395,0.5207,False,0.71
C000009515,0.3596,False,0.71
C000030913,0.7175,True,0.71
C000027685,0.5861,True,0.71
C000023769,0.6274,True,0.71
C000037966,0.5779,True,0.71
C000004447,0.3921,False,0.71
C000036111,0.4159,False,0.71
C000004675,0.7443,True,0.71
C000016129,0.5093,False,0.71
C000033189,0.2111,False,0.71
C000032608,0.3546,False,0.71
C000037328,0.2328,False,0.71
C000023618,0.2869,False,0.71
C000030214,0.4817,False,0.71
C000011492,0.7041,True,0.71
C000033414,0.3107,False,0.71
C000014638,0.8049,True,0.71
C000039078,0.7916,True,0.71
C000033615,0.7266,True,0.71
C000033160,0.597,True,0.71
C000039864,0.4595,False,0.71
C000036857,0.4704,False,0.71
C000037179,0.3309,False,0.71
C000039630,0.6015,True,0.71
C000008775,0.2516,False,0.71
C000036607,0.5842,True,0.71
C000033667,0.7207,True,0.71
C000015382,0.6443,True,0.71
C000033894,0.3277,False,0.71
C000016059,0.3922,False,0.71
C000011948,0.7239,True,0.71
C000036065,0.6014,True,0.71
C000016879,0.6481,True,0.71
C000013986,0.5264,False,0.71
C000019090,0.6463,True,0.71
C000037630,0.7489,True,0.71
C000037444,0.1651,False,0.71
C000033898,0.4634,False,0.71
C000012773,0.6868,True,0.71
C000004430,0.6592,True,0.71
C000006756,0.4615,False,0.71
C000038086,0.499,False,0.71
C000020169,0.5069,False,0.71
C000035824,0.3014,False,0.71
C000016997,0.6178,True,0.71
C000026624,0.7232,True,0.71
C000032927,0.7379,True,0.71
C000009236,0.8908,True,0.71
C000025592,0.3665,False,0.71
C000004422,0.497,False,0.71
C000038740,0.4192,False,0.71
C000022884,0.6037,True,0.71
C000005843,0.6658,True,0.71
C000038164,0.2424,False,0.71
C000024852,0.5947,True,0.71
C000000706,0.4928,False,0.71
C000036052,0.3724,False,0.71
C000024631,0.6376,True,0.71
C000026393,0.8157,True,0.71
C000022045,0.2501,False,0.71
C000007971,0.8564,True,0.71
C000034087,0.0,False,0.71
C000012968,0.6206,True,0.71
C000010077,0.9665,True,0.71
C000007903,0.2327,False,0.71
C000024831,0.8982,True,0.71
C000022091,0.4585,False,0.71
C000025936,0.6828,True,0.71
C000016499,0.7197,True,0.71
C000025485,0.1856,False,0.71
C000028131,0.6418,True,0.71
C000006839,0.3691,False,0.71
C000020495,0.9062,True,0.71
C000026429,0.399,False,0.71
C000017151,0.6405,True,0.71
